ID|Language|label|definition|description|collection|parent|successor|predecessor|registry|register|ReferenceSource|ReferenceLink|governance-level-item|LegislationURI|LegislationLabel|EIONETURI|EIONETLabel|status
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/MonitoringStations-dir-1991-676|es|Redes de seguimiento (Directiva de Nitratos)|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-1991-676||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/NitratesMonitoringStations-dir-1991-676|http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/1991/676/oj|Directiva 91/676/CEE|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/NitratesVulnerableZones-dir-1991-676|es|Zonas vulnerables a nitratos (Directiva de Nitratos)|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-1991-676|||http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/1991/676/oj|Directiva 91/676/CEE|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-1992-43|es|Directiva 92/43/CEE|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset||||||||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/1992/43/oj|Directiva 92/43/EEC|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/Pan-EuropeanBiogeographicalRegions-dir-1992-43|es|Regiones biogeográficas pan - europeas (Directiva Habitats)|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-1992-43||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/BiogeographicalRegions-dir-1992-43|http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/1992/43/oj|Directiva 92/43/EEC|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/HabitatTypesAndSpeciesDistributionAndRange-dir-1992-43|es|Distribución y rango de tipos de hábitat y especies (Directiva Habitats)|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-1992-43||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/HabitatMapsUsingINSPIREGeographicalGridSystem-dir-1992-43|http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/1992/43/oj|Directiva 92/43/EEC|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/Natura2000Sites-dir-1992-43|es|Lugares Red Natura 2000 LIC-ZEC (Directiva Habitats)|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-1992-43||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/LocationOfSites-dir-1992-43|http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/1992/43/oj|Directiva 92/43/EEC|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-1998-83|es|Directiva 98/83/CE|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset||||||||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/1998/83/oj|Directiva 98/83/EC|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/DrinkingWaterSupplyZones-dir-1998-83|es|Fuentes de Abastecimiento de Agua Potable (Directiva sobre el Agua Potable)|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-1998-83||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/WaterSupplyZones-dir-1998-98|http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/1998/83/oj|Directiva 98/83/EC|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/DrinkingWaterAbstractionPoints-dir-1998-83|es|Puntos de Extracción de Agua (Directiva sobre el Agua Potable)|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-1998-83|||http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/1998/83/oj|Directiva 98/83/EC|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/EEA-AWP|es|Programa anual de Trabajo de la AEMA|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset||||||||http://inspire.ec.europa.eu/registry/governance-level/eu-technical||Programa anual de Trabajo de la AEMA|||http://inspire.ec.europa.eu/registry/status/valid
